idx,obj_value,converged,iterations,iteration_limit_reached,time_it_took,theta_hat,theta0,is_optimum,boot_idx
19,4.1302547274032965e-23,true,5,false,0.0007237,"[19.73217163758904, 0.48489939396610343]","[-1.7983567634893314, 0.8231200506166791]",0,146
20,3.453112887449504e-23,true,5,false,0.0005597,"[19.73217163761442, 0.48489939396459203]","[-0.6634712267123949, -0.2399591176621829]",0,146
1,1.106699174189794e-26,true,3,false,0.0004613,"[2.8892843850887706, 1.3532351125358446]","[0.03833248646601629, 0.213845359778582]",0,147
2,5.621330458565534e-26,true,3,false,0.0003738,"[2.8892843850848338, 1.353235112536091]","[-0.7042838077754542, -0.4007992090593657]",0,147
3,4.5170587264397295e-22,true,2,false,0.0002688,"[2.889284384429923, 1.3532351125771245]","[1.4214984593810815, -0.5777261953257666]",0,147
4,5.212764284640954e-26,true,3,false,0.0003495,"[2.889284385084968, 1.3532351125360829]","[-0.4658959078249555, -0.7303008298610437]",0,147
5,2.405496675526991e-25,true,3,false,0.0002485,"[2.8892843850772905, 1.3532351125365636]","[-1.365080912437378, -1.3208174975844296]",0,147
6,2.2493280881236646e-27,true,3,false,0.0002516,"[2.8892843850907965, 1.3532351125357176]","[0.5431992343373382, 0.09271546518564394]",0,147
7,1.350141437764086e-26,true,3,false,0.0002141,"[2.8892843850885215, 1.3532351125358602]","[-0.7590535993444354, 0.9209639329677229]",0,147
8,1.379046462906956e-22,true,3,false,0.0002094,"[2.8892843847262912, 1.3532351125585556]","[0.745620993889791, -2.216096423049429]",0,147
9,1.3954706299440614e-27,true,3,false,0.000198,"[2.889284385091764, 1.353235112535657]","[0.8442354651341021, -0.3265277272261217]",1,147
10,1.9406503287181934e-26,true,3,false,0.0002061,"[2.8892843850878505, 1.3532351125359021]","[-1.0120757369891493, 1.1470306234136702]",0,147
11,4.053958215078826e-27,true,3,false,0.0001991,"[2.8892843850902485, 1.353235112535752]","[0.7232770971838263, -0.728534008508048]",0,147
12,3.8579269094860745e-26,true,2,false,0.0001566,"[2.889284385086169, 1.3532351125360076]","[0.5202990342876057, 1.1204520037446837]",0,147
13,3.967705335808112e-27,true,2,false,0.0001464,"[2.889284385091158, 1.353235112535695]","[1.6996228215478644, 1.0844860147154771]",0,147
14,7.461256014817401e-26,true,3,false,0.0001854,"[2.8892843850836614, 1.3532351125361646]","[-1.0989445324831357, -0.0993402202293609]",0,147
15,3.0221850905393587e-22,true,2,false,0.0002017,"[2.8892843856337835, 1.3532351125016966]","[1.5447563259135333, -0.22651795438142638]",0,147
16,1.800805127875843e-21,true,2,false,0.0001717,"[2.8892843837698337, 1.3532351126184836]","[1.7376928272513674, -1.2953938355637125]",0,147
17,1.8826522979663664e-25,true,3,false,0.000354,"[2.889284385078688, 1.353235112536476]","[-1.3972500397371668, -1.1529219835943225]",0,147
18,3.313407816107818e-26,true,3,false,0.0003312,"[2.8892843850865977, 1.3532351125359807]","[-0.27322961221704645, -0.5101173409267433]",0,147
19,8.096987573666657e-26,true,3,false,0.000241,"[2.8892843850833883, 1.3532351125361817]","[-1.7983567634893314, 0.8231200506166791]",0,147
20,5.1694746770575947e-26,true,3,false,0.0002303,"[2.889284385085304, 1.3532351125360615]","[-0.6634712267123949, -0.2399591176621829]",0,147
1,1.1116857127354524e-23,true,5,false,0.0006342,"[19.785572285786756, 0.3337327503785983]","[0.03833248646601629, 0.213845359778582]",0,148
2,1.4977561555465653e-23,true,5,false,0.0005232,"[19.785572285813366, 0.333732750377002]","[-0.7042838077754542, -0.4007992090593657]",0,148
3,7.002514005916198e-24,true,5,false,0.0005049,"[19.785572285752657, 0.33373275038064387]","[1.4214984593810815, -0.5777261953257666]",0,148
4,1.475545814481009e-23,true,5,false,0.000538,"[19.78557228581199, 0.3337327503770845]","[-0.4658959078249555, -0.7303008298610437]",0,148
5,2.3781934472979716e-23,true,5,false,0.0002822,"[19.785572285863232, 0.33373275037401096]","[-1.365080912437378, -1.3208174975844296]",0,148
6,9.255103538730851e-24,true,5,false,0.000235,"[19.785572285772382, 0.33373275037946054]","[0.5431992343373382, 0.09271546518564394]",0,148
7,1.128565182583245e-23,true,5,false,0.0002398,"[19.78557228578805, 0.3337327503785206]","[-0.7590535993444354, 0.9209639329677229]",0,148
8,1.6127581418743926e-23,true,5,false,0.0003417,"[19.785572285820663, 0.33373275037656447]","[0.745620993889791, -2.216096423049429]",0,148
9,8.568983415362739e-24,true,5,false,0.0002956,"[19.78557228576665, 0.33373275037980427]","[0.8442354651341021, -0.3265277272261217]",0,148
10,1.1809501186250192e-23,true,5,false,0.0003687,"[19.785572285791922, 0.3337327503782883]","[-1.0120757369891493, 1.1470306234136702]",0,148
11,9.695529560001162e-24,true,5,false,0.0003117,"[19.78557228577612, 0.33373275037923655]","[0.7232770971838263, -0.728534008508048]",0,148
12,6.403995992546119e-24,true,5,false,0.0003586,"[19.78557228574702, 0.33373275038098205]","[0.5202990342876057, 1.1204520037446837]",0,148
13,3.360888497876498e-24,true,5,false,0.0002786,"[19.785572285712668, 0.3337327503830427]","[1.6996228215478644, 1.0844860147154771]",1,148
14,1.627065734572442e-23,true,5,false,0.0002628,"[19.7855722858216, 0.3337327503765081]","[-1.0989445324831357, -0.0993402202293609]",0,148
15,6.2059985440699805e-24,true,5,false,0.0002449,"[19.785572285745026, 0.33373275038110145]","[1.5447563259135333, -0.22651795438142638]",0,148
16,8.042251964884683e-24,true,5,false,0.0002398,"[19.78557228576205, 0.3337327503800803]","[1.7376928272513674, -1.2953938355637125]",0,148
17,2.2137573963324616e-23,true,5,false,0.0002947,"[19.785572285854673, 0.3337327503745242]","[-1.3972500397371668, -1.1529219835943225]",0,148
18,1.3237859499369438e-23,true,5,false,0.000556,"[19.785572285802058, 0.3337327503776805]","[-0.27322961221704645, -0.5101173409267433]",0,148
19,1.6446765824853692e-23,true,5,false,0.0020604,"[19.785572285822678, 0.33373275037644357]","[-1.7983567634893314, 0.8231200506166791]",0,148
20,1.4472856025217067e-23,true,5,false,0.000377,"[19.785572285810265, 0.333732750377188]","[-0.6634712267123949, -0.2399591176621829]",0,148
1,2.00432664336382e-24,true,3,false,0.0005648,"[3.2930087505593235, 1.4049366486683394]","[0.03833248646601629, 0.213845359778582]",0,149
2,6.445828322284542e-24,true,3,false,0.0002842,"[3.2930087505947405, 1.4049366486661454]","[-0.7042838077754542, -0.4007992090593657]",0,149
3,8.255076701783737e-27,true,3,false,0.0002122,"[3.293008750517351, 1.4049366486709394]","[1.4214984593810815, -0.5777261953257666]",1,149
4,6.3492755016390005e-24,true,3,false,0.0004252,"[3.2930087505940886, 1.4049366486661858]","[-0.4658959078249555, -0.7303008298610437]",0,149
5,1.812630753115792e-26,true,4,false,0.0002583,"[3.293008750518847, 1.4049366486708468]","[-1.365080912437378, -1.3208174975844296]",0,149
6,7.177040510197645e-25,true,3,false,0.0001813,"[3.2930087505412176, 1.4049366486694612]","[0.5431992343373382, 0.09271546518564394]",0,149
7,2.434465817125112e-24,true,3,false,0.0003064,"[3.2930087505637773, 1.4049366486680634]","[-0.7590535993444354, 0.9209639329677229]",0,149
8,3.313397977292188e-23,true,3,false,0.0002082,"[3.2930087506960053, 1.4049366486598716]","[0.745620993889791, -2.216096423049429]",0,149
9,4.039352553924182e-25,true,3,false,0.0002137,"[3.2930087505345824, 1.404936648669872]","[0.8442354651341021, -0.3265277272261217]",0,149
10,2.786166850712743e-24,true,3,false,0.0020695,"[3.293008750567288, 1.404936648667846]","[-1.0120757369891493, 1.1470306234136702]",0,149
11,1.1121634450655774e-24,true,3,false,0.0003225,"[3.2930087505478878, 1.4049366486690478]","[0.7232770971838263, -0.728534008508048]",0,149
12,4.713466080037876e-24,true,2,false,0.0001978,"[3.2930087505830876, 1.4049366486668673]","[0.5202990342876057, 1.1204520037446837]",0,149
13,6.026592310124061e-25,true,2,false,0.0002038,"[3.2930087505389882, 1.404936648669599]","[1.6996228215478644, 1.0844860147154771]",0,149
14,8.187787365005534e-24,true,3,false,0.0002412,"[3.293008750604825, 1.4049366486655208]","[-1.0989445324831357, -0.0993402202293609]",0,149
15,6.551941703818803e-23,true,2,false,0.0001856,"[3.29300875076998, 1.4049366486552897]","[1.5447563259135333, -0.22651795438142638]",0,149
16,3.3346639404163905e-25,true,3,false,0.0002209,"[3.2930087505327936, 1.4049366486699828]","[1.7376928272513674, -1.2953938355637125]",0,149
17,1.9103378166587675e-23,true,3,false,0.0002277,"[3.2930087506524, 1.4049366486625736]","[-1.3972500397371668, -1.1529219835943225]",0,149
18,4.377413780502812e-24,true,3,false,0.0002189,"[3.2930087505804915, 1.4049366486670285]","[-0.27322961221704645, -0.5101173409267433]",0,149
19,9.208797567303783e-24,true,3,false,0.0002446,"[3.2930087506103094, 1.404936648665181]","[-1.7983567634893314, 0.8231200506166791]",0,149
20,5.76229682768415e-24,true,3,false,0.0002349,"[3.293008750590249, 1.4049366486664239]","[-0.6634712267123949, -0.2399591176621829]",0,149
1,4.390304228735071e-23,true,4,false,0.0005773,"[11.588606586834862, 0.45615316896304736]","[0.03833248646601629, 0.213845359778582]",0,150
2,6.215444923776126e-23,true,4,false,0.0006125,"[11.588606586792702, 0.456153168965867]","[-0.7042838077754542, -0.4007992090593657]",0,150
3,2.747963843485958e-23,true,4,false,0.0004982,"[11.588606586881236, 0.456153168959946]","[1.4214984593810815, -0.5777261953257666]",0,150
4,5.989659929243549e-23,true,4,false,0.0002837,"[11.588606586797503, 0.4561531689655459]","[-0.4658959078249555, -0.7303008298610437]",0,150
5,9.105899790087047e-23,true,4,false,0.0002202,"[11.5886065867371, 0.4561531689695856]","[-1.365080912437378, -1.3208174975844296]",0,150
6,3.880858047821986e-23,true,4,false,0.0002102,"[11.588606586848151, 0.4561531689621586]","[0.5431992343373382, 0.09271546518564394]",0,150
7,4.559686826840953e-23,true,4,false,0.0002172,"[11.588606586830599, 0.45615316896333263]","[-0.7590535993444354, 0.9209639329677229]",0,150
8,6.88861180285404e-23,true,4,false,0.0002277,"[11.588606586778738, 0.4561531689668009]","[0.745620993889791, -2.216096423049429]",0,150
9,3.4763651434399226e-23,true,4,false,0.0002179,"[11.588606586859338, 0.45615316896141045]","[0.8442354651341021, -0.3265277272261217]",0,150
10,4.92244805981964e-23,true,4,false,0.0002109,"[11.58860658682174, 0.45615316896392494]","[-1.0120757369891493, 1.1470306234136702]",0,150
11,3.851314988316653e-23,true,4,false,0.0002146,"[11.588606586848945, 0.45615316896210545]","[0.7232770971838263, -0.728534008508048]",0,150
12,2.5974741768719688e-23,true,4,false,0.0002126,"[11.588606586886106, 0.45615316895962016]","[0.5202990342876057, 1.1204520037446837]",0,150
13,1.3150299968841947e-23,true,4,false,0.0003093,"[11.588606586935407, 0.456153168956323]","[1.6996228215478644, 1.0844860147154771]",1,150
14,6.891708147079136e-23,true,4,false,0.0004009,"[11.58860658677867, 0.45615316896680547]","[-1.0989445324831357, -0.0993402202293609]",0,150
15,2.4911858889271068e-23,true,4,false,0.0002841,"[11.588606586889581, 0.4561531689593878]","[1.5447563259135333, -0.22651795438142638]",0,150
16,2.853849731093496e-23,true,4,false,0.0002813,"[11.588606586877816, 0.45615316896017477]","[1.7376928272513674, -1.2953938355637125]",0,150
17,8.726170035524061e-23,true,4,false,0.0003969,"[11.588606586743765, 0.45615316896914004]","[-1.3972500397371668, -1.1529219835943225]",0,150
18,5.442927012982399e-23,true,4,false,0.0005045,"[11.588606586809654, 0.45615316896473324]","[-0.27322961221704645, -0.5101173409267433]",0,150
19,6.624923925666259e-23,true,4,false,0.0005206,"[11.58860658678412, 0.4561531689664409]","[-1.7983567634893314, 0.8231200506166791]",0,150
20,6.057590315173269e-23,true,4,false,0.000469,"[11.588606586796079, 0.4561531689656412]","[-0.6634712267123949, -0.2399591176621829]",0,150
1,3.0435738338096606e-26,true,4,false,0.0005756,"[7.156129070597629, 0.8974918066409808]","[0.03833248646601629, 0.213845359778582]",0,151
2,9.451997128431188e-26,true,4,false,0.000453,"[7.1561290706023035, 0.8974918066406878]","[-0.7042838077754542, -0.4007992090593657]",0,151
3,3.6400191631216686e-25,true,3,false,0.0003562,"[7.156129070612401, 0.897491806640055]","[1.4214984593810815, -0.5777261953257666]",0,151
4,8.466130265487017e-26,true,4,false,0.0004509,"[7.156129070601839, 0.8974918066407168]","[-0.4658959078249555, -0.7303008298610437]",0,151
5,2.864364171162954e-25,true,4,false,0.0006196,"[7.156129070610138, 0.8974918066401968]","[-1.365080912437378, -1.3208174975844296]",0,151
6,9.458595710312832e-27,true,4,false,0.0002653,"[7.1561290705949325, 0.8974918066411497]","[0.5431992343373382, 0.09271546518564394]",0,151
7,2.733025315224517e-26,true,4,false,0.00021,"[7.156129070597526, 0.8974918066409872]","[-0.7590535993444354, 0.9209639329677229]",0,151
8,1.2422440229275467e-25,true,4,false,0.0002022,"[7.156129070603935, 0.8974918066405855]","[0.745620993889791, -2.216096423049429]",0,151
9,3.107707446523258e-27,true,4,false,0.00019,"[7.156129070593677, 0.8974918066412284]","[0.8442354651341021, -0.3265277272261217]",1,151
10,3.827041035932244e-26,true,4,false,0.0002049,"[7.156129070598387, 0.8974918066409334]","[-1.0120757369891493, 1.1470306234136702]",0,151
11,8.789486990838684e-27,true,4,false,0.0002144,"[7.1561290705950755, 0.8974918066411408]","[0.7232770971838263, -0.728534008508048]",0,151
12,3.3476549692609305e-25,true,3,false,0.0001707,"[7.156129070611611, 0.8974918066401045]","[0.5202990342876057, 1.1204520037446837]",0,151
13,1.5395979220977315e-25,true,3,false,0.0001718,"[7.1561290706052265, 0.8974918066405047]","[1.6996228215478644, 1.0844860147154771]",0,151
14,1.2709774731743661e-25,true,4,false,0.0001995,"[7.156129070603965, 0.8974918066405837]","[-1.0989445324831357, -0.0993402202293609]",0,151
15,3.2475938307870736e-25,true,3,false,0.000202,"[7.156129070611227, 0.8974918066401285]","[1.5447563259135333, -0.22651795438142638]",0,151
16,3.9702733434542805e-25,true,3,false,0.0001726,"[7.156129070613307, 0.8974918066399983]","[1.7376928272513674, -1.2953938355637125]",0,151
17,2.5365188056844833e-25,true,4,false,0.0005458,"[7.156129070609099, 0.8974918066402618]","[-1.3972500397371668, -1.1529219835943225]",0,151
18,5.862881771195668e-26,true,4,false,0.0002895,"[7.156129070600127, 0.8974918066408243]","[-0.27322961221704645, -0.5101173409267433]",0,151
19,1.169114288538237e-25,true,4,false,0.000295,"[7.156129070603505, 0.8974918066406126]","[-1.7983567634893314, 0.8231200506166791]",0,151
20,8.376977580859169e-26,true,4,false,0.00024,"[7.156129070601796, 0.8974918066407195]","[-0.6634712267123949, -0.2399591176621829]",0,151
1,1.745900565935219e-25,true,4,false,0.0005607,"[6.366520545003837, 1.1680711196121818]","[0.03833248646601629, 0.213845359778582]",1,152
2,3.2148961591027302e-24,true,4,false,0.0004688,"[6.366520544956603, 1.1680711196150917]","[-0.7042838077754542, -0.4007992090593657]",0,152
3,2.062656497171042e-23,true,3,false,0.0003338,"[6.366520544861766, 1.1680711196209341]","[1.4214984593810815, -0.5777261953257666]",0,152
4,3.016696260145537e-24,true,4,false,0.0004607,"[6.366520544958363, 1.1680711196149831]","[-0.4658959078249555, -0.7303008298610437]",0,152
5,1.9528881556770147e-23,true,4,false,0.000432,"[6.3665205448657325, 1.1680711196206897]","[-1.365080912437378, -1.3208174975844296]",0,152
6,3.037297927790224e-23,true,3,false,0.0003593,"[6.366520544828256, 1.1680711196229985]","[0.5431992343373382, 0.09271546518564394]",0,152
7,2.8511787397783488e-25,true,4,false,0.0004521,"[6.366520544999886, 1.168071119612425]","[-0.7590535993444354, 0.9209639329677229]",0,152
8,4.559201948878442e-24,true,4,false,0.0004049,"[6.366520544944672, 1.1680711196158264]","[0.745620993889791, -2.216096423049429]",0,152
9,2.736077586175606e-23,true,3,false,0.0002584,"[6.366520544837921, 1.168071119622403]","[0.8442354651341021, -0.3265277272261217]",0,152
10,4.8928746814409825e-25,true,4,false,0.0002604,"[6.366520544994031, 1.1680711196127858]","[-1.0120757369891493, 1.1470306234136702]",0,152
11,3.290812052332117e-23,true,3,false,0.0002176,"[6.366520544820441, 1.16807111962348]","[0.7232770971838263, -0.728534008508048]",0,152
12,1.8002950226653886e-23,true,3,false,0.000206,"[6.366520544871943, 1.1680711196203073]","[0.5202990342876057, 1.1204520037446837]",0,152
13,6.261318756377089e-24,true,3,false,0.0001938,"[6.36652054493195, 1.1680711196166103]","[1.6996228215478644, 1.0844860147154771]",0,152
14,4.790963258073048e-24,true,4,false,0.00023,"[6.366520544942707, 1.1680711196159477]","[-1.0989445324831357, -0.0993402202293609]",0,152
15,1.7132486308720768e-23,true,3,false,0.0002743,"[6.366520544875509, 1.1680711196200875]","[1.5447563259135333, -0.22651795438142638]",0,152
16,2.5669111056348075e-23,true,3,false,0.0002944,"[6.3665205448435, 1.1680711196220595]","[1.7376928272513674, -1.2953938355637125]",0,152
17,1.5558730603262114e-23,true,4,false,0.0002702,"[6.366520544882109, 1.168071119619681]","[-1.3972500397371668, -1.1529219835943225]",0,152
18,1.4976053263140929e-24,true,4,false,0.0002646,"[6.366520544976074, 1.168071119613892]","[-0.27322961221704645, -0.5101173409267433]",0,152
19,5.378389535140251e-24,true,4,false,0.0002888,"[6.366520544938327, 1.1680711196162175]","[-1.7983567634893314, 0.8231200506166791]",0,152
20,2.6200927190867303e-24,true,4,false,0.0006743,"[6.36652054496245, 1.1680711196147313]","[-0.6634712267123949, -0.2399591176621829]",0,152
1,8.688276724991046e-23,true,2,false,0.0004167,"[0.6962126787325837, 1.4706733311474713]","[0.03833248646601629, 0.213845359778582]",0,153
2,3.118575378095439e-23,true,2,false,0.0002789,"[0.6962126788423608, 1.4706733311404552]","[-0.7042838077754542, -0.4007992090593657]",0,153
3,5.399164286285762e-22,true,2,false,0.0002785,"[0.6962126783245074, 1.470673331173556]","[1.4214984593810815, -0.5777261953257666]",0,153
4,8.532297960559642e-22,true,2,false,0.0002984,"[0.6962126781491214, 1.4706733311847646]","[-0.4658959078249555, -0.7303008298610437]",0,153
5,1.0363167976612201e-23,true,3,false,0.0003275,"[0.6962126791004457, 1.4706733311239581]","[-1.365080912437378, -1.3208174975844296]",0,153
6,1.1429341879870402e-22,true,2,false,0.0003318,"[0.6962126786923981, 1.47067333115004]","[0.5431992343373382, 0.09271546518564394]",0,153
7,2.5702618755774762e-24,true,2,false,0.0002529,"[0.6962126790530588, 1.470673331126987]","[-0.7590535993444354, 0.9209639329677229]",0,153
8,6.841573151931624e-22,true,3,false,0.0002221,"[0.6962126782387099, 1.470673331179039]","[0.745620993889791, -2.216096423049429]",0,153
9,1.4409585863490235e-22,true,2,false,0.0001627,"[0.6962126786539535, 1.4706733311524987]","[0.8442354651341021, -0.3265277272261217]",0,153
10,3.729567879661372e-24,true,2,false,0.0001507,"[0.6962126790626751, 1.4706733311263724]","[-1.0120757369891493, 1.1470306234136702]",0,153
11,6.89461821101496e-22,true,2,false,0.0001555,"[0.6962126782357413, 1.470673331179229]","[0.7232770971838263, -0.728534008508048]",0,153
12,2.9093333426171436e-24,true,1,false,0.0002492,"[0.6962126790560292, 1.4706733311267977]","[0.5202990342876057, 1.1204520037446837]",0,153
13,3.9229303667953e-26,true,2,false,0.0002137,"[0.6962126790003725, 1.4706733311303546]","[1.6996228215478644, 1.0844860147154771]",1,153
14,6.28656174607086e-23,true,2,false,0.0002184,"[0.6962126792385954, 1.4706733311151288]","[-1.0989445324831357, -0.0993402202293609]",0,153
15,2.0609841095981731e-22,true,2,false,0.0001774,"[0.6962126785848634, 1.4706733311569133]","[1.5447563259135333, -0.22651795438142638]",0,153
16,1.3953047167678007e-25,true,3,false,0.0001988,"[0.6962126789950933, 1.470673331130692]","[1.7376928272513674, -1.2953938355637125]",0,153
17,5.561996023192901e-24,true,3,false,0.0002018,"[0.6962126790752728, 1.4706733311255673]","[-1.3972500397371668, -1.1529219835943225]",0,153
18,2.298447979181332e-22,true,2,false,0.0001454,"[0.6962126785612037, 1.4706733311584257]","[-0.27322961221704645, -0.5101173409267433]",0,153
19,2.0938128517970617e-23,true,2,false,0.0002652,"[0.6962126791402803, 1.4706733311214122]","[-1.7983567634893314, 0.8231200506166791]",0,153
20,5.434892734314198e-22,true,2,false,0.0001878,"[0.6962126783221528, 1.470673331173706]","[-0.6634712267123949, -0.2399591176621829]",0,153
1,2.405603443398839e-27,true,3,false,0.0006243,"[2.6074123799454867, 1.2041986326746097]","[0.03833248646601629, 0.213845359778582]",0,154
2,2.6330673848406117e-27,true,3,false,0.0004216,"[2.6074123799444995, 1.2041986326746739]","[-0.7042838077754542, -0.4007992090593657]",0,154
3,2.063960828777529e-23,true,2,false,0.0002895,"[2.6074123800785296, 1.2041986326659861]","[1.4214984593810815, -0.5777261953257666]",0,154
4,3.28915846263225e-27,true,3,false,0.0004888,"[2.607412379944589, 1.2041986326746679]","[-0.4658959078249555, -0.7303008298610437]",0,154
5,1.5911462397163952e-26,true,3,false,0.0004041,"[2.6074123799427946, 1.204198632674784]","[-1.365080912437378, -1.3208174975844296]",0,154
6,3.2450321023076742e-28,true,3,false,0.000347,"[2.607412379946011, 1.2041986326745757]","[0.5431992343373382, 0.09271546518564394]",0,154
7,5.262749493952524e-28,true,3,false,0.0004231,"[2.6074123799455093, 1.2041986326746084]","[-0.7590535993444354, 0.9209639329677229]",0,154
8,5.436708005097755e-23,true,3,false,0.0002104,"[2.607412379731155, 1.204198632688504]","[0.745620993889791, -2.216096423049429]",0,154
9,4.89954067274568e-22,true,2,false,0.000146,"[2.6074123793006345, 1.2041986327164103]","[0.8442354651341021, -0.3265277272261217]",0,154
10,8.923351285334162e-27,true,3,false,0.0002238,"[2.607412379945311, 1.204198632674621]","[-1.0120757369891493, 1.1470306234136702]",0,154
11,2.808837300396185e-28,true,3,false,0.0001743,"[2.607412379945889, 1.2041986326745837]","[0.7232770971838263, -0.728534008508048]",1,154
12,5.489588761979191e-27,true,2,false,0.0001376,"[2.6074123799448747, 1.2041986326746492]","[0.5202990342876057, 1.1204520037446837]",0,154
13,3.805908351695799e-24,true,1,false,9.59e-5,"[2.6074123798892357, 1.204198632678256]","[1.6996228215478644, 1.0844860147154771]",0,154
14,6.896401007965628e-27,true,3,false,0.000172,"[2.607412379944172, 1.2041986326746947]","[-1.0989445324831357, -0.0993402202293609]",0,154
15,4.156068045701931e-25,true,2,false,0.0001336,"[2.6074123799274607, 1.2041986326757788]","[1.5447563259135333, -0.22651795438142638]",0,154
16,3.398827027936352e-22,true,2,false,0.0001324,"[2.6074123794085042, 1.2041986327094183]","[1.7376928272513674, -1.2953938355637125]",0,154
17,1.1093551928221665e-26,true,3,false,0.0002835,"[2.6074123799430065, 1.2041986326747705]","[-1.3972500397371668, -1.1529219835943225]",0,154
18,1.598753039435263e-27,true,3,false,0.0003209,"[2.607412379944912, 1.204198632674647]","[-0.27322961221704645, -0.5101173409267433]",0,154
19,4.874094374528761e-27,true,3,false,0.000347,"[2.607412379944215, 1.204198632674692]","[-1.7983567634893314, 0.8231200506166791]",0,154
20,2.4459041938692554e-27,true,3,false,0.0001875,"[2.6074123799445874, 1.204198632674668]","[-0.6634712267123949, -0.2399591176621829]",0,154
1,1.9117349483802818e-23,true,2,false,0.0002998,"[0.4443290686044411, 1.4567736624286622]","[0.03833248646601629, 0.213845359778582]",0,155
2,1.3983283694796283e-22,true,2,false,0.0002167,"[0.4443290683903045, 1.456773662442376]","[-0.7042838077754542, -0.4007992090593657]",0,155
3,4.272360750235487e-23,true,2,false,0.0001744,"[0.44432906854213083, 1.4567736624326528]","[1.4214984593810815, -0.5777261953257666]",0,155
4,1.4446686461759915e-22,true,2,false,0.0003753,"[0.44432906838490294, 1.456773662442722]","[-0.4658959078249555, -0.7303008298610437]",0,155
5,3.372308062097885e-25,true,3,false,0.0003808,"[0.44432906874679823, 1.4567736624195462]","[-1.365080912437378, -1.3208174975844296]",0,155
6,4.0052822390245794e-26,true,2,false,0.0002972,"[0.4443290687355359, 1.4567736624202678]","[0.5431992343373382, 0.09271546518564394]",0,155
7,4.9740125253400724e-26,true,2,false,0.0003101,"[0.4443290687366063, 1.456773662420199]","[-0.7590535993444354, 0.9209639329677229]",0,155
8,1.2629156509496693e-23,true,3,false,0.0003787,"[0.44432906862805405, 1.4567736624271508]","[0.745620993889791, -2.216096423049429]",0,155
9,3.7972601462648165e-24,true,2,false,0.0004566,"[0.4443290687861128, 1.4567736624170293]","[0.8442354651341021, -0.3265277272261217]",0,155
10,9.690881454103016e-26,true,2,false,0.000217,"[0.4443290687390524, 1.4567736624200425]","[-1.0120757369891493, 1.1470306234136702]",0,155
11,1.3778331741949118e-21,true,2,false,0.0001659,"[0.4443290676628035, 1.4567736624889598]","[0.7232770971838263, -0.728534008508048]",0,155
12,5.77393744809533e-23,true,1,false,0.0001167,"[0.44432906851164006, 1.4567736624346046]","[0.5202990342876057, 1.1204520037446837]",0,155
13,3.707846349731867e-26,true,2,false,0.0001579,"[0.4443290687245847, 1.4567736624209688]","[1.6996228215478644, 1.0844860147154771]",1,155
14,5.307923785352562e-23,true,2,false,0.0001989,"[0.4443290689396431, 1.456773662407198]","[-1.0989445324831357, -0.0993402202293609]",0,155
15,4.421363223820427e-24,true,2,false,0.0002029,"[0.4443290686697674, 1.4567736624244796]","[1.5447563259135333, -0.22651795438142638]",0,155
16,4.5416363067962083e-26,true,3,false,0.0002195,"[0.44432906872404965, 1.456773662421003]","[1.7376928272513674, -1.2953938355637125]",0,155
17,1.5239301815762736e-25,true,3,false,0.0002146,"[0.4443290687414586, 1.4567736624198881]","[-1.3972500397371668, -1.1529219835943225]",0,155
18,1.3909057324747896e-22,true,2,false,0.0001568,"[0.4443290683910035, 1.4567736624423302]","[-0.27322961221704645, -0.5101173409267433]",0,155
19,8.803039778211563e-25,true,2,false,0.0001577,"[0.44432906875712974, 1.4567736624188847]","[-1.7983567634893314, 0.8231200506166791]",0,155
20,2.017242905631138e-23,true,2,false,0.0001476,"[0.4443290686011405, 1.456773662428874]","[-0.6634712267123949, -0.2399591176621829]",0,155
1,1.7722941659538156e-23,true,2,false,0.0003371,"[-1.5388841332600518, 1.595841286125159]","[0.03833248646601629, 0.213845359778582]",0,156
2,4.5567456912711284e-24,true,2,false,0.0002313,"[-1.538884133434164, 1.5958412861364564]","[-0.7042838077754542, -0.4007992090593657]",0,156
3,4.511264798852362e-25,true,3,false,0.0002233,"[-1.538884133394007, 1.5958412861338502]","[1.4214984593810815, -0.5777261953257666]",0,156
4,1.9216298956283615e-21,true,2,false,0.0001785,"[-1.5388841321714013, 1.5958412860545241]","[-0.4658959078249555, -0.7303008298610437]",0,156
5,3.858692562097488e-22,true,2,false,0.0001644,"[-1.5388841328360918, 1.5958412860976523]","[-1.365080912437378, -1.3208174975844296]",0,156
6,1.0239645134176343e-26,true,3,false,0.0002447,"[-1.5388841333784735, 1.5958412861328422]","[0.5431992343373382, 0.09271546518564394]",0,156
7,4.343181970167324e-27,true,2,false,0.0001692,"[-1.5388841333761463, 1.595841286132691]","[-0.7590535993444354, 0.9209639329677229]",1,156
8,5.369447811234164e-23,true,3,false,0.0002079,"[-1.5388841331744183, 1.5958412861196032]","[0.745620993889791, -2.216096423049429]",0,156
9,1.0601381837291843e-25,true,3,false,0.0001955,"[-1.5388841333845407, 1.5958412861332358]","[0.8442354651341021, -0.3265277272261217]",0,156
10,4.711894114495392e-23,true,1,false,0.0001105,"[-1.5388841331870409, 1.5958412861204219]","[-1.0120757369891493, 1.1470306234136702]",0,156
11,1.5226094796996276e-25,true,3,false,0.0002051,"[-1.538884133386412, 1.5958412861333575]","[0.7232770971838263, -0.728534008508048]",0,156
12,3.2571985918507016e-25,true,2,false,0.0001592,"[-1.5388841333912604, 1.5958412861336722]","[0.5202990342876057, 1.1204520037446837]",0,156
