idx,obj_value,converged,iterations,iteration_limit_reached,time_it_took,theta_hat,theta0,is_optimum,boot_idx
14,1.2476448526443275e-24,true,2,false,0.000139,"[-0.35073019943594175, 1.5220901126101127]","[-1.0989445324831357, -0.0993402202293609]",0,1
15,1.8622248131707167e-26,true,3,false,0.0001706,"[-0.3507301994079822, 1.5220901126083235]","[1.5447563259135333, -0.22651795438142638]",1,1
16,2.109591840159753e-24,true,3,false,0.000161,"[-0.3507301994452965, 1.5220901126107111]","[1.7376928272513674, -1.2953938355637125]",0,1
17,1.8170070013531353e-21,true,2,false,0.0001409,"[-0.3507301982044235, 1.522090112531309]","[-1.3972500397371668, -1.1529219835943225]",0,1
18,1.8749919914507593e-22,true,2,false,0.0002382,"[-0.3507301990190188, 1.5220901125834347]","[-0.27322961221704645, -0.5101173409267433]",0,1
19,9.503369406360862e-25,true,2,false,0.0002369,"[-0.3507301993770976, 1.5220901126063475]","[-1.7983567634893314, 0.8231200506166791]",0,1
20,5.106623408535526e-23,true,2,false,0.0002282,"[-0.350730199203259, 1.5220901125952235]","[-0.6634712267123949, -0.2399591176621829]",0,1
1,9.414815574736778e-28,true,3,false,0.00046,"[-1.972970622310545, 1.5183320812669328]","[0.03833248646601629, 0.213845359778582]",0,2
2,4.1042944853189546e-23,true,2,false,0.0002638,"[-1.97297062247937, 1.518332081278283]","[-0.7042838077754542, -0.4007992090593657]",0,2
3,2.3991870785556657e-25,true,3,false,0.0004568,"[-1.9729706222984518, 1.5183320812661196]","[1.4214984593810815, -0.5777261953257666]",0,2
