idx,obj_value,converged,iterations,iteration_limit_reached,time_it_took,theta_hat,theta0,is_optimum,boot_idx
11,1.364835590642262e-30,true,14,false,0.0002615,"[2.908357647313318, 1.3207664820493537]","[1.2192815097319654, 1.9026327297429109]",1,192
3,4.1899607641592836e-30,true,14,false,0.0002783,"[6.860373356191418, 1.0450760704959214]","[-1.1046361023292959, 0.18025374632691527]",1,193
1,1.5215268503746393e-30,true,14,false,0.0004827,"[3.479296683461103, 1.248246328403914]","[0.8082879284649668, 2.008112624852031]",1,194
9,4.681564573586067e-31,true,14,false,0.0002729,"[3.4060131141770453, 1.282111543267656]","[0.0694591410918936, -2.0538554561632223]",1,195
2,9.062311933327725e-31,true,14,false,0.0002985,"[2.8348801263491565, 1.2820515270732245]","[-1.1220725081141734, 0.7650300179102025]",1,196
16,2.2722190072489975e-28,true,14,false,0.0002686,"[4.773257789994227, 1.1976912388816197]","[-0.8900766562698114, -1.2890210708540353]",1,197
9,8.96569572035739e-30,true,14,false,0.0003149,"[1.8369687770858794, 1.4317465017970064]","[0.0694591410918936, -2.0538554561632223]",1,198
20,1.0184738905406544e-29,true,14,false,0.0004239,"[4.622495386182381, 1.236493954137762]","[-0.33745447783309457, 0.12530157347367626]",1,199
15,3.885758979264209e-29,true,14,false,0.000307,"[5.153002199031539, 1.1354060674437179]","[-2.1623790026403724, 0.1706378785324274]",1,200
1,4.8239264671052345e-29,true,14,false,0.0003459,"[5.940539270738013, 1.1569045470985182]","[0.8082879284649668, 2.008112624852031]",1,201
18,3.749052438160191e-29,true,14,false,0.0002974,"[6.757539987704882, 1.0860346482526089]","[0.3417821366484886, 0.5080857763662175]",1,202
15,3.8818351925718015e-29,true,14,false,0.0002827,"[2.521967933763921, 1.393455230977553]","[-2.1623790026403724, 0.1706378785324274]",1,203
16,1.606989778885845e-30,true,14,false,0.0002984,"[3.856522299062956, 1.2632180146704513]","[-0.8900766562698114, -1.2890210708540353]",1,204
5,6.507786545724952e-30,true,14,false,0.0002623,"[4.671204121531771, 1.2184159755853425]","[0.28758798062385577, -0.12763690272983585]",1,205
12,1.0138758041678942e-28,true,14,false,0.0002771,"[4.637236310895576, 1.2094094828817612]","[0.29291433452245674, 0.6596379523048166]",1,206
19,1.6741252038008216e-30,true,14,false,0.0002984,"[5.0285202036370045, 1.2365859891213722]","[-0.3188700715740966, -2.249739828113134]",1,207
12,1.2658557182495567e-30,true,14,false,0.0002956,"[2.868359706792004, 1.2696935362891786]","[0.29291433452245674, 0.6596379523048166]",1,208
9,1.2165785861020689e-29,true,14,false,0.0002644,"[4.5326807305109735, 1.2438930597157798]","[0.0694591410918936, -2.0538554561632223]",1,209
11,1.4671506070226592e-29,true,14,false,0.0002898,"[4.09673750752071, 1.2685676388656866]","[1.2192815097319654, 1.9026327297429109]",1,210
14,8.664014155417926e-30,true,13,false,0.0002728,"[5.914138052248466, 1.116763096084623]","[0.3158331001728098, 0.7859141337249973]",1,211
15,9.484742132358729e-30,true,14,false,0.00026,"[4.565123786093727, 1.2266104840081122]","[-2.1623790026403724, 0.1706378785324274]",1,212
6,1.9144134854008758e-29,true,14,false,0.0002637,"[4.632582115984963, 1.1875554608085463]","[0.2298186980518676, 0.4694770042412599]",1,213
11,4.18816980274928e-30,true,14,false,0.0002916,"[2.764135121852048, 1.3515615496478257]","[1.2192815097319654, 1.9026327297429109]",1,214
4,1.477682430981405e-30,true,14,false,0.0007674,"[1.9512766248284499, 1.360454834089604]","[-0.4169926351649334, 2.0289114854525314]",1,215
1,2.407045987794593e-30,true,14,false,0.0003301,"[6.039284170015792, 1.1336384438761806]","[0.8082879284649668, 2.008112624852031]",1,216
17,1.1475843511243968e-30,true,14,false,0.0002794,"[8.36799517691746, 0.9294193876509775]","[0.8542424475591821, 0.9370573773608326]",1,217
15,1.5531452305118096e-30,true,14,false,0.0002654,"[5.900641400980627, 1.1029813924237875]","[-2.1623790026403724, 0.1706378785324274]",1,218
3,1.0585414349148245e-29,true,14,false,0.0002694,"[6.760925108831371, 1.0960118621484154]","[-1.1046361023292959, 0.18025374632691527]",1,219
12,7.391493572785998e-29,true,13,false,0.0002554,"[6.881854963003544, 1.072191491227605]","[0.29291433452245674, 0.6596379523048166]",1,220
5,7.23950845887594e-30,true,14,false,0.0003457,"[2.8095864166312174, 1.326679808450331]","[0.28758798062385577, -0.12763690272983585]",1,221
5,7.154633352138223e-30,true,14,false,0.0003447,"[2.905495685360208, 1.3245367835891442]","[0.28758798062385577, -0.12763690272983585]",1,222
9,2.128616930203991e-30,true,14,false,0.0002512,"[7.32588993266296, 1.0136615368271618]","[0.0694591410918936, -2.0538554561632223]",1,223
4,1.1439190293759407e-30,true,14,false,0.0003107,"[9.121905487792938, 0.9330079977010943]","[-0.4169926351649334, 2.0289114854525314]",1,224
4,2.812186737146674e-29,true,14,false,0.0003403,"[7.172859630255823, 1.0573810621075903]","[-0.4169926351649334, 2.0289114854525314]",1,225
19,8.222770858353458e-30,true,14,false,0.0003003,"[8.295788033218214, 0.9900518899702373]","[-0.3188700715740966, -2.249739828113134]",1,226
5,1.0296685600492927e-28,true,14,false,0.0002595,"[5.7239294268151415, 1.1589751795807477]","[0.28758798062385577, -0.12763690272983585]",1,227
11,8.140649722983814e-31,true,14,false,0.0002765,"[4.965096834965166, 1.2456405679909524]","[1.2192815097319654, 1.9026327297429109]",1,228
7,3.116529457647029e-29,true,14,false,0.0002415,"[8.930406822393959, 0.9013323887083318]","[-0.4217686643996927, -1.5268834666380147]",1,229
8,2.5798269548531823e-30,true,14,false,0.0002727,"[3.9993693209524532, 1.244184656289531]","[-1.355590621101197, 0.6001322727540475]",1,230
9,1.8016861664230954e-30,true,14,false,0.000304,"[6.539280774146958, 1.0826010511142947]","[0.0694591410918936, -2.0538554561632223]",1,231
8,1.498818289721389e-29,true,14,false,0.0002964,"[7.5425597856701785, 1.0320026988356643]","[-1.355590621101197, 0.6001322727540475]",1,232
5,3.745254771404306e-31,true,14,false,0.0003398,"[5.780656280584775, 1.1351666004815189]","[0.28758798062385577, -0.12763690272983585]",1,233
2,4.0332084987320495e-30,true,14,false,0.0004247,"[2.251040708632743, 1.362499483649876]","[-1.1220725081141734, 0.7650300179102025]",1,234
1,6.415847415277148e-29,true,14,false,0.0004404,"[3.0554578619136925, 1.3201686758453368]","[0.8082879284649668, 2.008112624852031]",1,235
7,1.0627553099113702e-30,true,14,false,0.000338,"[6.222610325931639, 1.1410297270084924]","[-0.4217686643996927, -1.5268834666380147]",1,236
3,4.0932412150119366e-29,true,14,false,0.0002792,"[5.691057682855685, 1.1672969493901877]","[-1.1046361023292959, 0.18025374632691527]",1,237
6,5.895802514352904e-28,true,14,false,0.0003525,"[6.357440250824988, 1.112748354925802]","[0.2298186980518676, 0.4694770042412599]",1,238
3,4.477062279280229e-30,true,14,false,0.0004108,"[4.623409448804729, 1.2347968026758016]","[-1.1046361023292959, 0.18025374632691527]",1,239
2,5.1424974586673104e-30,true,14,false,0.0003407,"[9.733434806330813, 0.9092415054729598]","[-1.1220725081141734, 0.7650300179102025]",1,240
11,7.072186645560276e-29,true,14,false,0.0002843,"[5.16758059379937, 1.1578926510303733]","[1.2192815097319654, 1.9026327297429109]",1,241
4,5.386137551882406e-31,true,14,false,0.0002714,"[6.80325976115593, 1.0821234337679329]","[-0.4169926351649334, 2.0289114854525314]",1,242
7,3.1052263225029506e-28,true,14,false,0.0002693,"[0.8437437954450565, 1.4388664536261213]","[-0.4217686643996927, -1.5268834666380147]",1,243
7,1.2001239495567714e-29,true,14,false,0.0002726,"[4.551409774283633, 1.1877883909393057]","[-0.4217686643996927, -1.5268834666380147]",1,244
3,8.954986606379289e-29,true,14,false,0.0004499,"[7.06231059269758, 1.0609813440187077]","[-1.1046361023292959, 0.18025374632691527]",1,245
10,3.281942041716343e-30,true,14,false,0.0002868,"[1.7741498750916964, 1.3917920617020687]","[-0.11732280453081337, -0.8280567719469374]",1,246
19,1.4930658262001363e-30,true,14,false,0.0002934,"[8.830295638206039, 0.927120004189551]","[-0.3188700715740966, -2.249739828113134]",1,247
16,1.1027379443184063e-29,true,14,false,0.0002766,"[5.273375222197883, 1.1646748268837879]","[-0.8900766562698114, -1.2890210708540353]",1,248
18,6.920306743129837e-30,true,14,false,0.0002945,"[1.7755395227139223, 1.3638063823961446]","[0.3417821366484886, 0.5080857763662175]",1,249
19,5.9421439217371324e-30,true,14,false,0.00025,"[6.17522853845553, 1.0985107526093192]","[-0.3188700715740966, -2.249739828113134]",1,250
17,1.9109473659213584e-29,true,14,false,0.0002705,"[6.702952150301372, 1.060710360023297]","[0.8542424475591821, 0.9370573773608326]",1,251
10,1.0309832950242823e-29,true,14,false,0.0002416,"[5.493995857316419, 1.1714303497282592]","[-0.11732280453081337, -0.8280567719469374]",1,252
19,5.1086928336285506e-30,true,14,false,0.0003157,"[5.481768743049136, 1.1276895177588984]","[-0.3188700715740966, -2.249739828113134]",1,253
20,6.714165387654892e-31,true,14,false,0.0003096,"[4.662238497769893, 1.1720994974013572]","[-0.33745447783309457, 0.12530157347367626]",1,254
9,1.2722052905719525e-30,true,14,false,0.000331,"[8.703251123777333, 0.9525601674287284]","[0.0694591410918936, -2.0538554561632223]",1,255
7,1.1857880970142096e-28,true,14,false,0.0003911,"[6.594107449763479, 1.1216672828637706]","[-0.4217686643996927, -1.5268834666380147]",1,256
1,2.8800664043042822e-30,true,14,false,0.0003362,"[8.95025654471015, 0.9262594845829545]","[0.8082879284649668, 2.008112624852031]",1,257
18,5.491309346676856e-30,true,14,false,0.0002634,"[5.275993739787844, 1.138288266304241]","[0.3417821366484886, 0.5080857763662175]",1,258
15,9.245732091255488e-30,true,14,false,0.0002657,"[6.812399646902582, 1.1379945560917242]","[-2.1623790026403724, 0.1706378785324274]",1,259
11,2.6673495064331166e-30,true,14,false,0.0003145,"[5.743744405518543, 1.1532172389105937]","[1.2192815097319654, 1.9026327297429109]",1,260
16,1.485397534857371e-29,true,14,false,0.0004897,"[4.253325853317615, 1.2268448084430852]","[-0.8900766562698114, -1.2890210708540353]",1,261
16,4.203170987125322e-29,true,14,false,0.0003389,"[3.9341101139748718, 1.2446011953682679]","[-0.8900766562698114, -1.2890210708540353]",1,262
16,7.561178415235606e-29,true,14,false,0.0002783,"[7.051966342674566, 1.033164625748971]","[-0.8900766562698114, -1.2890210708540353]",1,263
13,1.2690843543866134e-28,true,14,false,0.000244,"[3.725477377672005, 1.3307107813089878]","[-0.031148130349280094, 0.3646547529502906]",1,264
15,2.8111742916147966e-29,true,14,false,0.0002789,"[5.294781542068309, 1.1663738620848756]","[-2.1623790026403724, 0.1706378785324274]",1,265
15,1.2331417256332296e-30,true,14,false,0.0002708,"[2.394594426780296, 1.3473778167449548]","[-2.1623790026403724, 0.1706378785324274]",1,266
4,8.621474199632687e-31,true,14,false,0.0002578,"[8.8901417292419, 0.9117532210830414]","[-0.4169926351649334, 2.0289114854525314]",1,267
16,6.560129120663206e-29,true,14,false,0.0003759,"[7.854296912045244, 1.0058241755760562]","[-0.8900766562698114, -1.2890210708540353]",1,268
4,2.613676976221516e-29,true,14,false,0.0004055,"[4.710991034781335, 1.2011526775506187]","[-0.4169926351649334, 2.0289114854525314]",1,269
14,4.2034837346875544e-29,true,14,false,0.0002974,"[3.778571135389294, 1.2685539703672926]","[0.3158331001728098, 0.7859141337249973]",1,270
3,2.243832285520808e-29,true,14,false,0.0002805,"[7.01086747399581, 1.0620482356862513]","[-1.1046361023292959, 0.18025374632691527]",1,271
8,2.747716416821935e-30,true,14,false,0.0002855,"[5.140791854135381, 1.1910096847172411]","[-1.355590621101197, 0.6001322727540475]",1,272
16,1.3163296202783995e-29,true,14,false,0.0004047,"[6.609094189466451, 1.097328115293885]","[-0.8900766562698114, -1.2890210708540353]",1,273
13,1.4661735198935172e-30,true,14,false,0.0002623,"[2.123325667380979, 1.3750258000772086]","[-0.031148130349280094, 0.3646547529502906]",1,274
16,3.4575537819552773e-31,true,14,false,0.000368,"[5.40702951345988, 1.1424028918002382]","[-0.8900766562698114, -1.2890210708540353]",1,275
18,2.33389860338705e-30,true,14,false,0.0003639,"[4.017839431650459, 1.2614558908536833]","[0.3417821366484886, 0.5080857763662175]",1,276
6,8.496823379844783e-31,true,14,false,0.0002418,"[4.294664070090787, 1.2211970064536093]","[0.2298186980518676, 0.4694770042412599]",1,277
13,1.3393385717281358e-29,true,14,false,0.0002858,"[5.689540273340765, 1.1563764277982005]","[-0.031148130349280094, 0.3646547529502906]",1,278
5,1.8363698492869327e-30,true,14,false,0.0002754,"[5.763452232524004, 1.154173249429253]","[0.28758798062385577, -0.12763690272983585]",1,279
3,4.247899989094059e-30,true,14,false,0.0002749,"[4.044183957247098, 1.1977394781532302]","[-1.1046361023292959, 0.18025374632691527]",1,280
6,1.5356951117528473e-30,true,14,false,0.000313,"[4.821750104554216, 1.1970130940019692]","[0.2298186980518676, 0.4694770042412599]",1,281
19,2.0610602197248973e-29,true,14,false,0.0002696,"[6.074758823875099, 1.1278727433779512]","[-0.3188700715740966, -2.249739828113134]",1,282
16,6.604671993011903e-30,true,14,false,0.0002613,"[6.267730701433331, 1.1018070287086543]","[-0.8900766562698114, -1.2890210708540353]",1,283
16,1.3595742603150738e-28,true,14,false,0.0002569,"[5.40454005385091, 1.15964257255479]","[-0.8900766562698114, -1.2890210708540353]",1,284
20,9.788920261984374e-30,true,14,false,0.000281,"[6.072721299372068, 1.1015245915470817]","[-0.33745447783309457, 0.12530157347367626]",1,285
20,6.279740255125154e-31,true,14,false,0.0002658,"[4.009672609850329, 1.2908787962091688]","[-0.33745447783309457, 0.12530157347367626]",1,286
16,1.1130675779741809e-30,true,14,false,0.0002897,"[7.035451143897147, 1.0620526836000153]","[-0.8900766562698114, -1.2890210708540353]",1,287
15,1.1680070657415842e-29,true,14,false,0.0002659,"[4.8318637925331736, 1.1853634383028437]","[-2.1623790026403724, 0.1706378785324274]",1,288
17,8.20869223799627e-30,true,14,false,0.0002727,"[9.690110426281812, 0.9006882686234964]","[0.8542424475591821, 0.9370573773608326]",1,289
4,1.868131328241516e-29,true,14,false,0.0003025,"[5.32636000657555, 1.1824893396592204]","[-0.4169926351649334, 2.0289114854525314]",1,290
10,1.1129478574105499e-28,true,14,false,0.0002847,"[3.572109902079839, 1.2881922631465799]","[-0.11732280453081337, -0.8280567719469374]",1,291
7,1.0829878661204416e-29,true,14,false,0.0002876,"[5.146141686964749, 1.1976534040652225]","[-0.4217686643996927, -1.5268834666380147]",1,292
8,4.223398187828082e-30,true,14,false,0.000282,"[4.622579243124565, 1.1838905210498445]","[-1.355590621101197, 0.6001322727540475]",1,293
3,1.8073395890662617e-28,true,14,false,0.0003089,"[4.904516610343272, 1.2158246451413692]","[-1.1046361023292959, 0.18025374632691527]",1,294
17,7.682087344902919e-30,true,14,false,0.0003591,"[8.519180850127777, 0.9345531123969919]","[0.8542424475591821, 0.9370573773608326]",1,295
14,1.2938726458657472e-29,true,14,false,0.0003514,"[4.3695133206664964, 1.2465832828773231]","[0.3158331001728098, 0.7859141337249973]",1,296
4,2.638322623313412e-29,true,14,false,0.0003165,"[7.3424371931402295, 1.0377105085815421]","[-0.4169926351649334, 2.0289114854525314]",1,297
12,1.1822252770887288e-28,true,14,false,0.0002867,"[4.601564165994705, 1.2060079099578214]","[0.29291433452245674, 0.6596379523048166]",1,298
3,3.564755727998396e-30,true,14,false,0.0003741,"[5.278732467705853, 1.1906945855893691]","[-1.1046361023292959, 0.18025374632691527]",1,299
16,1.9403062943230975e-29,true,14,false,0.0002564,"[4.266570716380566, 1.20852044229585]","[-0.8900766562698114, -1.2890210708540353]",1,300
14,4.456167206282823e-31,true,14,false,0.0002856,"[8.097099202428659, 1.0115587747631671]","[0.3158331001728098, 0.7859141337249973]",1,301
19,1.606865102387639e-30,true,14,false,0.0002662,"[2.8384158592703432, 1.2890105894031008]","[-0.3188700715740966, -2.249739828113134]",1,302
11,1.3110347928446754e-30,true,14,false,0.0002545,"[8.869152875690594, 0.9586243181122871]","[1.2192815097319654, 1.9026327297429109]",1,303
15,2.3291969318344415e-29,true,14,false,0.0002423,"[2.774656680369444, 1.3391369102751303]","[-2.1623790026403724, 0.1706378785324274]",1,304
6,2.7618219606107846e-29,true,14,false,0.0002492,"[0.45215192225850953, 1.4385316598921027]","[0.2298186980518676, 0.4694770042412599]",1,305
16,1.7457339841209793e-30,true,14,false,0.000272,"[6.460957512513284, 1.0662067892197793]","[-0.8900766562698114, -1.2890210708540353]",1,306
12,1.680629702575347e-30,true,14,false,0.0002651,"[5.902757244322396, 1.101721129351766]","[0.29291433452245674, 0.6596379523048166]",1,307
7,2.431423054202324e-29,true,14,false,0.0002627,"[6.28905760959599, 1.1081758943818483]","[-0.4217686643996927, -1.5268834666380147]",1,308
19,5.265582891486588e-29,true,14,false,0.0002828,"[1.5961191479572834, 1.4308959003803872]","[-0.3188700715740966, -2.249739828113134]",1,309
10,3.6466465357445894e-31,true,14,false,0.0002727,"[8.021549560700988, 0.9749284928955912]","[-0.11732280453081337, -0.8280567719469374]",1,310
11,2.8153010778693888e-30,true,14,false,0.0002549,"[7.780107709523029, 1.0297068895985142]","[1.2192815097319654, 1.9026327297429109]",1,311
3,2.4175187358304597e-30,true,14,false,0.0003637,"[5.137501996316322, 1.1524805002809961]","[-1.1046361023292959, 0.18025374632691527]",1,312
20,4.283359237979189e-31,true,14,false,0.0003187,"[3.5906337981557344, 1.2843852905266462]","[-0.33745447783309457, 0.12530157347367626]",1,313
11,1.531148319964341e-30,true,14,false,0.0003041,"[5.9299548693708735, 1.114192319232585]","[1.2192815097319654, 1.9026327297429109]",1,314
1,2.5619612098976884e-28,true,14,false,0.0003469,"[5.405441293792682, 1.186169291173529]","[0.8082879284649668, 2.008112624852031]",1,315
1,1.0901548349952709e-29,true,14,false,0.0003265,"[4.810682318376241, 1.2183069938637336]","[0.8082879284649668, 2.008112624852031]",1,316
9,4.00496161699665e-31,true,14,false,0.000386,"[6.161860732698269, 1.1050815989778358]","[0.0694591410918936, -2.0538554561632223]",1,317
3,1.513386960110307e-28,true,14,false,0.0003344,"[6.114698440000632, 1.0846262148513754]","[-1.1046361023292959, 0.18025374632691527]",1,318
15,1.228581238688733e-30,true,14,false,0.0002483,"[4.610455828343767, 1.1936982529174267]","[-2.1623790026403724, 0.1706378785324274]",1,319
5,4.821302475217648e-29,true,14,false,0.0002941,"[7.968886510784, 1.035255328992885]","[0.28758798062385577, -0.12763690272983585]",1,320
10,1.1802746884712893e-30,true,14,false,0.0003015,"[5.834910614077841, 1.1271476740791408]","[-0.11732280453081337, -0.8280567719469374]",1,321
7,1.824380985232323e-30,true,14,false,0.0002733,"[5.33289240328629, 1.1550204880607875]","[-0.4217686643996927, -1.5268834666380147]",1,322
18,1.259117701502733e-29,true,14,false,0.0003011,"[4.069945995632201, 1.26536643429226]","[0.3417821366484886, 0.5080857763662175]",1,323
5,7.128453193943058e-31,true,14,false,0.0004475,"[5.263971084561896, 1.166525298940649]","[0.28758798062385577, -0.12763690272983585]",1,324
5,4.653365002389545e-31,true,14,false,0.0002628,"[1.8919303928032758, 1.3922107260599748]","[0.28758798062385577, -0.12763690272983585]",1,325
5,4.638584194034353e-29,true,14,false,0.0002586,"[5.950745630573673, 1.0962754089779523]","[0.28758798062385577, -0.12763690272983585]",1,326
19,4.282101773656519e-31,true,14,false,0.0003151,"[3.298190159183678, 1.2925695470828977]","[-0.3188700715740966, -2.249739828113134]",1,327
19,7.541180374955513e-30,true,14,false,0.0002729,"[4.761719791917633, 1.2332245095803427]","[-0.3188700715740966, -2.249739828113134]",1,328
6,3.605899711633339e-30,true,14,false,0.0003037,"[4.294637239777548, 1.2190460871608426]","[0.2298186980518676, 0.4694770042412599]",1,329
10,1.819405208245122e-30,true,14,false,0.0003232,"[2.7971311932788665, 1.3124010149552594]","[-0.11732280453081337, -0.8280567719469374]",1,330
20,7.457380960470054e-30,true,14,false,0.0002707,"[4.8863359983515355, 1.160968180110334]","[-0.33745447783309457, 0.12530157347367626]",1,331
4,1.2815973289484048e-28,true,14,false,0.0002975,"[5.376361379918135, 1.1624929430596405]","[-0.4169926351649334, 2.0289114854525314]",1,332
20,1.5737757379957815e-31,true,14,false,0.0002683,"[2.3858225324244327, 1.3668663204135376]","[-0.33745447783309457, 0.12530157347367626]",1,333
6,2.2981218758857998e-30,true,14,false,0.0003145,"[4.1813694384448485, 1.29126628132692]","[0.2298186980518676, 0.4694770042412599]",1,334
9,1.2462743842157968e-28,true,14,false,0.0003722,"[6.697522624468801, 1.078082395879993]","[0.0694591410918936, -2.0538554561632223]",1,335
1,5.00712527707431e-30,true,14,false,0.0003387,"[2.622117154946546, 1.3449127472843843]","[0.8082879284649668, 2.008112624852031]",1,336
20,8.863903360930115e-31,true,14,false,0.0003388,"[5.928112908809825, 1.1498994034869119]","[-0.33745447783309457, 0.12530157347367626]",1,337
12,1.718977384360075e-30,true,14,false,0.0002859,"[3.0299238312651275, 1.3039438362370277]","[0.29291433452245674, 0.6596379523048166]",1,338
9,1.3185907839083269e-30,true,14,false,0.0002627,"[5.95733032838539, 1.1304724471780248]","[0.0694591410918936, -2.0538554561632223]",1,339
1,4.9053558725959954e-31,true,14,false,0.000385,"[3.255956695182886, 1.2801716235441087]","[0.8082879284649668, 2.008112624852031]",1,340
7,1.7172480596628578e-32,true,14,false,0.0002577,"[6.813366102021431, 1.0607988730987072]","[-0.4217686643996927, -1.5268834666380147]",1,341
7,5.605564298054557e-31,true,14,false,0.0003028,"[3.0110372467673447, 1.2996018061571113]","[-0.4217686643996927, -1.5268834666380147]",1,342
5,3.3051121664768617e-28,true,14,false,0.0002535,"[4.214515863833335, 1.2593495439050528]","[0.28758798062385577, -0.12763690272983585]",1,343
2,1.3926541874994409e-30,true,14,false,0.0003201,"[2.5519512469909613, 1.3308185113265483]","[-1.1220725081141734, 0.7650300179102025]",1,344
5,4.8593712738258615e-30,true,14,false,0.0002471,"[6.787768907002042, 1.096647941290485]","[0.28758798062385577, -0.12763690272983585]",1,345
17,2.2718234413434524e-30,true,14,false,0.0002992,"[7.649507426441241, 1.0289453477387578]","[0.8542424475591821, 0.9370573773608326]",1,346
20,3.0003802950065337e-30,true,14,false,0.0002452,"[5.469469036459124, 1.2108436653038082]","[-0.33745447783309457, 0.12530157347367626]",1,347
10,4.3133110596418687e-29,true,14,false,0.0002595,"[6.535642726171443, 1.0626579234108908]","[-0.11732280453081337, -0.8280567719469374]",1,348
19,3.3488471117731715e-29,true,14,false,0.0002761,"[4.354422431603841, 1.2222611052709795]","[-0.3188700715740966, -2.249739828113134]",1,349
19,4.0624240015001553e-29,true,14,false,0.0002541,"[10.259522284354496, 0.8373460503172877]","[-0.3188700715740966, -2.249739828113134]",1,350
19,4.565976212020667e-30,true,14,false,0.0002937,"[4.356785405057443, 1.245180268143146]","[-0.3188700715740966, -2.249739828113134]",1,351
18,2.5987741253512423e-30,true,14,false,0.0003325,"[3.864081841518068, 1.278617114711592]","[0.3417821366484886, 0.5080857763662175]",1,352
11,5.446732983446693e-29,true,14,false,0.0002353,"[7.201180593743478, 1.074841308570989]","[1.2192815097319654, 1.9026327297429109]",1,353
10,6.754155243144183e-31,true,14,false,0.0002842,"[4.809014582862698, 1.1642673817716005]","[-0.11732280453081337, -0.8280567719469374]",1,354
2,2.5302684650634944e-30,true,14,false,0.0002928,"[3.3386520906355646, 1.2934206542523663]","[-1.1220725081141734, 0.7650300179102025]",1,355
11,2.840264197352337e-28,true,14,false,0.0003949,"[6.315978044852478, 1.1131250449071828]","[1.2192815097319654, 1.9026327297429109]",1,356
1,1.0559027518599063e-30,true,14,false,0.0003531,"[1.110851224007422, 1.440149740917665]","[0.8082879284649668, 2.008112624852031]",1,357
16,6.100442494777006e-29,true,14,false,0.0004527,"[1.7261365162612157, 1.4503727823539019]","[-0.8900766562698114, -1.2890210708540353]",1,358
7,6.956143231311773e-30,true,14,false,0.0004045,"[7.643416451833498, 1.0225976542529838]","[-0.4217686643996927, -1.5268834666380147]",1,359
20,3.211708612999104e-30,true,14,false,0.0002899,"[1.7891421410252089, 1.385998113214244]","[-0.33745447783309457, 0.12530157347367626]",1,360
5,7.524031176124065e-29,true,14,false,0.0002915,"[5.886723071912695, 1.1327264767264595]","[0.28758798062385577, -0.12763690272983585]",1,361
7,1.107715962331133e-30,true,14,false,0.0002683,"[3.743910152289732, 1.2738476759704036]","[-0.4217686643996927, -1.5268834666380147]",1,362
18,8.0332688684029e-29,true,14,false,0.0003055,"[3.016529625477513, 1.3178714100639186]","[0.3417821366484886, 0.5080857763662175]",1,363
19,1.4788776445950323e-31,true,14,false,0.0002549,"[5.154874719516274, 1.1820200688748304]","[-0.3188700715740966, -2.249739828113134]",1,364
19,4.136859415328507e-29,true,14,false,0.0002664,"[8.000571388281584, 0.974238767404259]","[-0.3188700715740966, -2.249739828113134]",1,365
20,6.223442425761075e-30,true,14,false,0.0002793,"[3.5858604984908182, 1.2633075628293617]","[-0.33745447783309457, 0.12530157347367626]",1,366
3,4.945097970263293e-30,true,14,false,0.0005366,"[3.366532893713178, 1.2528442885199504]","[-1.1046361023292959, 0.18025374632691527]",1,367
9,5.986670608901478e-30,true,14,false,0.0002427,"[2.2643257774887298, 1.4004057843111015]","[0.0694591410918936, -2.0538554561632223]",1,368
9,3.582056445055652e-30,true,14,false,0.0003274,"[3.9213411910897378, 1.2176883745495695]","[0.0694591410918936, -2.0538554561632223]",1,369
14,5.525684188210454e-31,true,14,false,0.000245,"[2.328676392836268, 1.3299665619669445]","[0.3158331001728098, 0.7859141337249973]",1,370
14,1.634784545393469e-30,true,14,false,0.0003394,"[3.050742390165793, 1.3194294935521713]","[0.3158331001728098, 0.7859141337249973]",1,371
8,2.124153554365602e-30,true,14,false,0.0002625,"[9.78106059493417, 0.9146970025038249]","[-1.355590621101197, 0.6001322727540475]",1,372
3,5.771527178391812e-29,true,14,false,0.000282,"[4.814587180658185, 1.1423027340124157]","[-1.1046361023292959, 0.18025374632691527]",1,373
5,2.5266162937773237e-30,true,14,false,0.0002631,"[1.3568793111530395, 1.4582018407405928]","[0.28758798062385577, -0.12763690272983585]",1,374
1,3.568023890223158e-31,true,14,false,0.0003405,"[8.300231482986202, 0.9840077795786745]","[0.8082879284649668, 2.008112624852031]",1,375
6,3.369346083508937e-30,true,14,false,0.0002837,"[3.800290411023645, 1.2726710340549554]","[0.2298186980518676, 0.4694770042412599]",1,376
16,1.7553828440226602e-29,true,14,false,0.0002829,"[6.249832558355481, 1.1125591802620933]","[-0.8900766562698114, -1.2890210708540353]",1,377
4,6.406206772469066e-30,true,14,false,0.0003298,"[7.155937287336245, 1.0318660431258675]","[-0.4169926351649334, 2.0289114854525314]",1,378
10,7.435852704385619e-29,true,14,false,0.0002538,"[3.6102281758552532, 1.2775257862383405]","[-0.11732280453081337, -0.8280567719469374]",1,379
19,1.7964110413387828e-30,true,14,false,0.0002412,"[10.481742637608939, 0.8285583497051152]","[-0.3188700715740966, -2.249739828113134]",1,380
9,6.537093370283226e-29,true,14,false,0.0003608,"[4.511420054497442, 1.2272310045413435]","[0.0694591410918936, -2.0538554561632223]",1,381
10,1.5113165886785242e-28,true,14,false,0.0003555,"[5.647745476541223, 1.1770313413073643]","[-0.11732280453081337, -0.8280567719469374]",1,382
13,1.479535012082528e-30,true,14,false,0.0002965,"[4.442147257846467, 1.1910108649878846]","[-0.031148130349280094, 0.3646547529502906]",1,383
9,2.7040711996976396e-30,true,14,false,0.0003478,"[2.654728103434475, 1.3116353184336904]","[0.0694591410918936, -2.0538554561632223]",1,384
8,8.428061246635785e-31,true,14,false,0.0002633,"[-0.3128657265019305, 1.5206191342988098]","[-1.355590621101197, 0.6001322727540475]",1,385
